0,117042.33162572117,328095488.378374
1,103295.17174239502,328089348.94188124
2,91176.72855766196,328083923.00586975
3,80479.20525563079,328079126.8853171
4,71049.27925525409,328074887.5464245
5,62722.968640946994,328071139.67956376
6,55382.53365394507,328067826.4098827
7,48898.51071441613,328064896.8021011
8,43180.16159275769,328062306.60440147
9,38133.78696132789,328060016.151562
10,33679.19789204129,328057990.5968479
11,29748.119582683714,328056199.2115147
12,26277.184257004934,328054614.76651233
13,23213.928681801714,328053213.3007632
14,20508.91416921856,328051973.54740053
15,18120.949097943536,328050876.79706323
16,16011.120861829457,328049906.4639517
17,14148.31136253115,328049047.9829043
18,12503.487525596547,328048288.39381105
19,11050.43597947227,328047616.25247705
20,9766.653912307718,328047021.4604281
21,8633.282514344282,328046495.10066026
22,7632.081040728081,328046029.2441067
23,6747.569619269898,328045616.9017514
24,5965.685433412322,328045251.89910215
25,5274.823071417367,328044928.7949408
26,4664.538037304617,328044642.7600529
27,4125.213742766004,328044389.5128804
28,5667.047128365464,328042147.19315875
29,7807.473502086611,328039043.3687738
30,10786.543352074817,328034737.0284279
31,14941.63673632928,328028748.6226734
32,20747.03709788373,328020403.54406655
33,28871.66114520842,328008752.3237138
34,40258.276786636605,327992457.72567683
35,56235.95435363477,327969636.14105564
36,78676.99298597286,327937635.59018457
37,110212.0647482202,327892726.22961414
38,154527.06340344963,327829675.1799515
39,216763.86376366334,327741168.97881305
40,304038.73691456125,327617046.6488225
41,426086.14386504213,327443320.05659735
42,595993.350014668,327200996.20598894
43,830894.9095806574,326864807.77692115
44,1152356.922257793,326402142.429615
45,1585924.541707595,325772744.53338116
46,2159036.587882483,324930108.3151159
47,2896559.3012271062,323825642.1818316
48,3813869.625513049,322416025.7763371
49,4909522.970327932,320672140.99518335
50,6162317.409165731,318584808.85139275
51,7538484.192417839,316161192.3085809
52,9008439.401311701,313409764.7869759
53,10566040.791071419,310320770.09899276
54,12237550.927977532,306853052.4276036
55,14075894.91160182,302934327.18622464
56,12129202.473808033,302488117.88904643
57,10452620.991292667,302102735.35101426
58,9008977.463298606,301769433.5104887
59,7766050.598281292,301480836.6067462
60,6695963.503692496,301230695.69962645
61,5774652.472824117,301013696.13486654
62,4981375.574465395,300825302.3128452
63,4298219.5314015215,300661631.9082503
64,3709817.3031178485,300519356.01619494
65,3202896.359985557,300395611.21779764
66,2766129.0059791054,300287933.19060737
67,2389654.435044822,300194193.03052366
68,2065089.179249027,300112555.232363
69,1785184.392739932,300041431.0583992
70,1543704.8032898488,299979445.9010843
71,1335341.4120846828,299925409.8757296
72,1155472.6588575724,299878289.1889019
73,1000208.5477919724,299837188.3479613
74,866057.9776600401,299801326.66497
75,750173.4522845151,299770030.7341436
76,650000.7802807696,299742711.7192571
77,563389.6630000344,299718859.3038908
78,488495.7306651297,299698029.1935162
79,423682.24329262733,299679833.8066756
80,367592.21389314486,299663937.45471555
81,319032.48749034066,299650046.7047558
82,276975.77425709827,299637906.0951163
83,240536.1356681438,299627293.2520819
84,292470.8412960205,299534504.40338933
85,360848.9071657642,299416407.09450084
86,450739.4476256316,299265173.4398212
87,568785.9051001015,299070502.0762503
88,723729.3791964,298818865.19828767
89,927040.2529553572,298492520.5300649
90,1193710.1198340943,298068254.4201843
91,1543221.4987850345,297515812.520861
92,2000693.4286279907,296795993.13622516
93,2598144.3204301563,295858424.561556
94,3375737.8041360793,294639146.7433769
95,4382717.914388033,293058291.6064222
96,5677503.035485818,291018446.4398781
97,7326073.657013499,288404711.7023179
98,9397373.453339744,285087999.7842996
99,11954218.091689084,280933624.8588826
100,15038385.380294796,275817263.29468954
101,18649872.273287613,269649268.2870464
102,22723393.581661046,262405284.692214
103,27109745.72482851,254155971.44016328
104,31573741.394191936,245083325.59758013
105,35819459.45585931,235470073.09890032
106,39543629.3956972,225656595.85156658
107,42501883.18741888,215975925.66257578
108,44561266.83588827,206691222.07224506
109,45717091.42832878,197959982.1177035
110,46071009.55926377,189834158.4439524
111,45785735.72371655,182287361.25442502
112,38705742.73223452,181583780.57287502
113,32718680.83078112,180990866.40984902
114,27657100.321968146,180490271.37742943
115,23378725.242643915,180066940.00201845
116,19762830.932428926,179708451.22098413
117,16707091.188411033,179404509.70648926
118,14124847.572647624,179146547.8202228
119,11942760.177085789,178927411.1284344
120,10098794.643832417,178741107.63158303
121,8540501.05621381,178582606.1297503
122,7223550.2749647945,178447672.9314425
123,6110482.174508878,178332738.68515512
124,5169649.611415176,178234789.2785823
